ssn4,ssn,zip,dob,r,g,ln,fn,ed,src,id
3606,001893606,05417,19800313,WHITE,OTHER,HARRLAND,KAI,20230414,D0,ad1e43cf723677ad055e1a25111071b3
1476,005651476,02085,19950716,WHITE,OTHER,CLARKE,ADAM,20230414,D0,327442a451128a9fc2635384910865b9
5525,006225525,06107,19090602,WHITE,OTHER,TRIMBLE,LOUISE,20230414,D0,95aad0aaa53eb0221b9b2fda31f9abed
2262,005992262,03130,19220819,WHITE,OTHER,ZIMMERMANN,DANIKA,20230414,D0,e2dad567c5ae89d410f1abe8c2c54b5b
9881,009449881,04133,19120823,WHITE,OTHER,WEBB,GRACE,20230414,D1,3ce9cd2ea739a03e73486c8ba900540b
7612,005797612,03132,19460905,WHITE,OTHER,REID,VANESSA,20230414,D1,33044bf609e86cc63a1879d40d1dc1e2
6238,008686238,04562,19030909,WHITE,OTHER,MORDEN,AMY,20230414,D2,38057c1040d0f2fd363eb4fca9ef8dca
7950,008157950,03620,19060215,WHITE,OTHER,MAPSTONE,ALISA,20230414,D0,f8c5a4b7ef9053396e611bf7cfc2eee1
7341,001167341,02150,19900801,WHITE,OTHER,BOYLE,RACHEL,20230414,D1,c78ad40a6be48bb4d3698a70486295b9
9623,001859623,03171,19740517,WHITE,OTHER,GASKIN,EMMA,20230414,D2,f791294c042238f3a340c9c918ddc109
9438,005659438,02036,19200404,WHITE,OTHER,MICHAEL,GODFREY,20230414,D2,ce68f0fde72a2bf01ed4012475054a5e
4068,009064068,03550,19811231,WHITE,OTHER,MASON,TAYLAH,20230414,D2,6e1369465e46a1c3b9ce2c08eaf79006
2763,002472763,02204,19780226,WHITE,OTHER,CLARKE,ALE C,20230414,D2,5db18cbf538f86e34010408b0c5deae6
8992,001058992,06152,19150410,WHITE,OTHER,COWELL,CHELSEA,20230414,D0,1b8d6634bc2fdfbfd0efcbd231be0755
2378,009622378,02077,19420703,WHITE,OTHER,SMALLACOMBE,JESSICA,20230414,D0,5420c27d1dd8332b02dc633b91ec28b6
6302,002246302,02022,19021028,WHITE,OTHER,COCHRANE,CAMERON,20230414,D1,3f83bf282364446c476dbe076bca6702
5207,008945207,04165,19261209,WHITE,OTHER,RAUSEO,MITCHELL,20230414,D1,583c18266d124da469cff9a2cfb26887
9810,005549810,04019,19680119,WHITE,OTHER,MORRISON,BENJAMIN,20230414,D1,8ba347cf7daa2bbae55b9897d7d93c1e
4526,007864526,06018,19830825,WHITE,OTHER,MARIAGER,ADAM,20230414,D1,dedba3340d50012a8c2186e8cf1dde04
3710,001933710,00810,19910419,WHITE,OTHER,KETELAARS,CAITLIN,20230414,D1,12e99658feae6e402049628caacf9efa
4628,009844628,04210,19400826,WHITE,OTHER,VERCO,SARAH,20230414,D0,eef9c268c102269dc316649743d0abca
4942,001814942,03198,19181026,WHITE,OTHER,SCHUMANN,ALEXANDER,20230414,D0,ae560944d2171a21784b1dab56016266
9749,008229749,03015,19591204,WHITE,OTHER,ARTIS,JACK,20230414,D0,f44a4e4219aa0bea1825e8508a7a706b
0252,004210252,02131,19050529,WHITE,OTHER,BAILLIE,MOLLY,20230414,D0,c7e223c326670046555067e85bf1305c
4641,009814641,02602,19420811,WHITE,OTHER,PARR,CHRISTOPHER,20230414,D1,ee91d610bbda676c6833f0c502b7dacd
7130,009587130,02527,19250604,WHITE,OTHER,GREEN,SOLOMON,20230414,D2,bd0c8c96cda1f342a75ced8ef98ed99d
4799,002844799,02228,19350815,WHITE,OTHER,YVANOVICH,WADE,20230414,D2,24535c1dfa7cd910a1d4afb4b1f1b32b
7322,007677322,03690,19160326,WHITE,OTHER,GLASS,BROOKE,20230414,D0,524a74896914be366c0f770a4dd79d7a
1824,008921824,04510,19381113,WHITE,OTHER,HAND,LAUREN,20230414,D1,a07f85d9eb8895df0de50905ed63f1ee
5927,001425927,02257,19581016,WHITE,OTHER,GREEN,ISABELLA,20230414,D2,dad5ecb1935f0c805e2ff85ac06d72ae
7147,001187147,03023,19310208,WHITE,OTHER,DESILVA,JASPE,20230414,D0,84ecbd9ed72e87636601dbfc0a643cfe
1966,008711966,02291,19160525,WHITE,OTHER,MALIN,ELTON,20230414,D0,e2480f7e9ee546182b0bde262f7d6d5b
0398,009690398,06281,19020313,WHITE,OTHER,BERRY,MITCHELL,20230414,D2,ceafe5110d3a6eb3648b1e8828b82dad
2272,005622272,02156,19630601,WHITE,OTHER,STRANGER,,20230414,D2,d7d047731f53b724154c9cf7c097423c
9353,001449353,04121,19340123,WHITE,OTHER,LOMMAN,HAYLEE,20230414,D0,7156ff215724db828a0dc09a458b3c5e
9810,004439810,03023,19450830,WHITE,OTHER,SPADA,TAYLOR,20230414,D1,26e3364cb7052086985c19d6f69ff074
8491,003198491,02075,19010220,WHITE,OTHER,VERCO,GABRILELE,20230414,D1,d38e77794afc5f23617f1071c2acc9bc
0053,005030053,04077,19110323,WHITE,OTHER,MCCARTHY,BRIANNA,20230414,D1,01cdfee1ec9a39853b1bd04de64e701b
5308,008765308,07249,19051215,WHITE,OTHER,MARTINOVIC,NOAH,20230414,D2,d0a385a7b06698f03c49cb9538d9b13f
7100,006217100,06064,19860304,WHITE,OTHER,KERKHAM,JACK,20230414,D0,5f1eaed72f7c56a24d26671d686ef53e
5496,009365496,02904,19801214,WHITE,OTHER,YOST,RUBEN,20230414,D0,7345f6a6f04284ce31b22591f5aa36b0
6064,006406064,02343,19870217,WHITE,OTHER,DIXON,RACHEL,20230414,D2,e72f775d665b6134c7b360c654d5ce46
9197,009359197,03283,19870204,WHITE,OTHER,GEORGE,CLAIN,20230414,D2,37c338d31b3c38d4e36b63f70592f1ad
7929,004437929,04059,19581227,WHITE,OTHER,WEBB,FELICITY,20230414,D1,ae15f9a71782c02cb988466a85cf5877
2976,003382976,04109,19110220,WHITE,OTHER,BROOKER,LYDIA,20230414,D2,871f04e18e3aeaa6578b1bb985e5f32e
6982,003876982,03123,19540725,WHITE,OTHER,REDINGTON,STEPHANIE,20230414,D0,6d20f21147b6215d453b288294abf99f
5167,004805167,02577,19840513,WHITE,OTHER,RYAN,FLYNN,20230414,D1,fa43b76a21f180b397b1d703673a7522
8959,008918959,05462,19900529,WHITE,OTHER,RYAN,CASEY,20230414,D0,1b0b86e75da8cbe9e55adce58a2b508b
7697,006047697,02036,19551128,WHITE,OTHER,NEGRI,DANIEL,20230414,D1,f2a43d4f69e4647aedec763d71ee2b78
5354,001575354,02767,19610817,WHITE,OTHER,SHEPHERD,NICHOLAS,20230414,D2,3471d8350154fad8511aaf60bd2e4115
3045,008763045,04740,19660722,WHITE,OTHER,COLLINSON,BROOKE,20230414,D0,634b5599e65feca4dc8987086f8dc7f3
2652,006172652,05266,19520113,WHITE,OTHER,HLE,TREY,20230414,D2,e609c03e54f2dd357a4563e9efd60ab6
5170,005765170,04703,19691212,WHITE,OTHER,WEBB,PETER,20230414,D1,13fbadf92314387719be5e99dd7f4de0
9670,009799670,04116,19600826,WHITE,OTHER,GEORGE,BROOKLYN,20230414,D1,71ba995314f16dae2f13092364671068
2572,006512572,03049,19700804,WHITE,OTHER,MILLAR,CHLOE,20230414,D2,71865358036a29526acd72b59e529dde
0908,001640908,04152,19380502,WHITE,OTHER,,BENJAYMIN,20230414,D1,8e38c9d3265340424265316cc11fabf7
6486,003686486,06160,19650409,WHITE,OTHER,MUSOELINO,MAXIN,20230414,D2,a971d85b9565320f129a670eeae6d724
1449,001841449,02107,,WHITE,OTHER,GEORGE,NATASSIA,20230414,D0,76feed7d79978da1fcb25a8366b86011
6421,005616421,07010,19501025,WHITE,OTHER,CURRY,CAMERON,20230414,D0,715ebf020b71f6fd5f3f71a129fe29ff
2695,003452695,03131,19970911,WHITE,OTHER,MANTHORPE,JOEL,20230414,D1,199cdaaca6c7e3ec53f71870bbd99fbb
9557,002729557,02515,19751016,WHITE,OTHER,TETI,VIANCA,20230414,D2,2ed7568ba8a0c91bdf7c046373d132fd
3382,004663382,02289,19261125,WHITE,OTHER,GEORGE,NATHAN,20230414,D2,24728a1177c7ce9f0ad6ef5d7176905f
0881,006950881,04500,19350921,WHITE,OTHER,SCHERF,LILLY,20230414,D0,7f24ae6b154a71e88037526fbb117d1c
6725,003836725,04360,19161214,WHITE,OTHER,COWELL,ETHAN,20230414,D0,cfda281921689611a075649d8a8d049e
8075,006868075,03124,19880406,WHITE,OTHER,BRANSTON,LIAM,20230414,D1,820d22a9a3db1d221c9fcb6d8107a134
1613,006631613,03300,19300518,WHITE,OTHER,MUEHLBERG,IMOGEN,20230414,D1,206133f7c3a9fa9ba06a0c4ee6d5f489
2948,005152948,04012,19701025,WHITE,OTHER,CALEB,DIXON,20230414,D2,1ed86baf0b5ca3833e477af70186e7b1
8387,001338387,03219,19920721,WHITE,OTHER,SPRATT,JACKSON,20230414,D2,03f70008d7eb97e0bd62c713f58cf122
5784,001005784,03205,19970713,WHITE,OTHER,MASON,MIA,20230414,D0,44e716d4fdf6e4e579755a4661654bd5
1865,004301865,02234,19200228,WHITE,OTHER,HEYER,LEO,20230414,D1,42e3f7469e285201f2cbaea3ca62c917
6291,002416291,05290,19410928,WHITE,OTHER,SHEPHERDSON,HARLEY,20230414,D1,96fa8aa436df3066a404d8d02e66889e
3006,007073006,02049,19560525,WHITE,OTHER,BERKETA,STEPHANIE,20230414,D1,29c85a7199595a2559b8a503f8b43eb9
0494,008830494,02160,19030819,WHITE,OTHER,SEEN,JAYDEN,20230414,D1,e97bb66e7e8bd7ab0931c7ffa6864391
6855,008676855,02614,19240911,WHITE,OTHER,BUTT,ROBBIE,20230414,D2,4af4943ff3bce64a333c7cb50092f87f
2975,004412975,03152,19970831,WHITE,OTHER,DAUMONT,TRISTAN,20230414,D0,ba4e575dc75275095328e6c37bb3cbcd
4056,007004056,03193,19480828,WHITE,OTHER,PUSSER,MADDISON,20230414,D1,de387e8ddddc4cf5b739cd48c1d5ccca
6163,007916163,03030,19661123,WHITE,OTHER,PLANE,EMMA,20230414,D2,7122ac3524bae4d03cf56c7772d61f4e
0970,004600970,02040,19460604,WHITE,OTHER,GREEN,ANGELICA,20230414,D1,91caac74189a878cc29ecaa69a68cbbe
5932,004395932,06437,19900311,WHITE,OTHER,HERON,CALEB,20230414,D1,e202a9550c70399ddfcb841a144489e9
1278,003131278,02066,19140220,WHITE,OTHER,FONDUM,ZALI,20230414,D1,5be3e637c70c0cfb3726624dda585737
8270,007438270,07004,19061015,WHITE,OTHER,GEOG RE,JASMINE,20230414,D2,1eec2ace4b70711dc82343efcbddcf7e
6664,006576664,06060,19440722,WHITE,OTHER,CORRIE,BETH,20230414,D2,bade8bf1c51ece3a618e47850f3b9026
5038,007275038,02754,19891103,WHITE,OTHER,EARLY,ELIZABETH,20230414,D0,b336fb31cd39d065426e40449093815a
3959,009533959,06120,19510429,WHITE,OTHER,POCARO,KAITLIN,20230414,D2,e4bac7a034a99c50f6a08685d45a259d
2160,006782160,00852,19060415,WHITE,OTHER,DE MICHELE,CHLOE,20230414,D0,90d47802c51de97619433362e472dc0a
9029,007159029,02251,19950314,WHITE,OTHER,LOWE,CAITLIN,20230414,D0,503305e1ba692a7d92d0d14d0ee9b0d6
8635,003018635,04301,19900722,WHITE,OTHER,LEAVER,CHLOE,20230414,D0,50fea4ae0ce290a774bc6a3ff7b2e0c9
8296,005358296,02455,,WHITE,OTHER,BROCK,RYLEH,20230414,D2,534fbde296b2f20497d3b2a8679554e5
7268,001707268,02756,19930907,WHITE,OTHER,MORRISON,THOMAS,20230414,D2,e0e4cb2a81eb6e36ff8aeed0b4569050
8339,003108339,06019,19410916,WHITE,OTHER,CAMPBELL,SOPHIE,20230414,D2,a6f22f5afb831d0e931f854724441fcc
8735,003228735,03219,19830527,WHITE,OTHER,BLOOMFIELD,ELIZA,20230414,D1,bc21836a69edd79aa353529d4970c884
6451,004196451,02830,19650128,WHITE,OTHER,AISTON,JORDAN,20230414,D1,6ec68ca29f000f1967fdbf39d63501cb
4308,006484308,03134,19970104,,FEMALE,IKONOMOU,RORY,20230414,D1,94b3a9c2bcaf588e43a3eb00937049cb
9772,009549772,05107,19160116,,FEMALE,BISHOP,ALYSSA,20230414,D2,c7b6aa61b490bb9ef68b3408ef8cef5a
2152,003012152,02567,19261007,,FEMALE,REICHARDT,LUKE,20230414,D0,b403331e9be6adadfc01ad5b3e8c0928
0933,003880933,06280,19000929,,FEMALE,NEEDHAM,RUBY,20230414,D1,ad28037c60b0f6ad1fcfe8f1a46ddfa6
6132,007806132,02232,19901026,,FEMALE,GIRDLER,CHANNING,20230414,D1,f2fef831d81633eab742c820c28f1b53
8882,006058882,03000,19820728,,FEMALE,SHEPHERD,PORTIA,20230414,D1,72ddb745b779d12c4e9d6329db749eac
1592,003041592,02540,19630226,,FEMALE,CAMPBELL,NICHOLAS,20230414,D1,493bec0286af74200ce3092acafbcac3
9063,001499063,03038,19140817,,FEMALE,MITTON,MITCHELL,20230414,D2,0c331bd681f73093b6ce03ef0f4d4343
5743,004025743,02147,19590710,,FEMALE,GEORGIADIS,LUKE,20230414,D2,e2ae13fc3a408db0455afe503332bd9f
1989,007661989,06725,19001108,,FEMALE,JAMINON,MICHAEL,20230414,D0,490a515daf778979bea745407915faa1
3978,006633978,04074,19511022,,FEMALE,CARUANA,ALANA,20230414,D0,898c6c72c7737af32de018ef84ab76d5
5149,008725149,02072,19100921,,FEMALE,FRAHN,LIAM,20230414,D1,3645a6a6255f08cc6d1728ae96d73e12
8504,005938504,04054,19991011,,FEMALE,CLARKE,SASCHA,20230414,D0,ff438f415a4262cce135152233f39205
9823,005459823,06148,19350420,,FEMALE,WHITE,EMMA,20230414,D1,4560f7294b60d040b9642ce6a7eb661a
2786,003702786,03687,19430508,,FEMALE,WILKONS,LILY,20230414,D2,26107f366319efcaab1304fd5230fdb0
5436,008945436,04505,19240430,,FEMALE,CLARKE,TYRONE,20230414,D2,fec5336502f525feb89e5a188f70d41e
3004,005873004,02170,19301201,,FEMALE,TILLER,LUKE,20230414,D2,33b866279fe3b5f5293e846dfceb9520
9566,007539566,03631,19620305,,FEMALE,DUDLEY,DAYNA,20230414,D0,3ca05422cb4d45f7794543d3a0c8452f
3127,008733127,07008,19930903,,FEMALE,GREEN,EMIILY,20230414,D1,4ffb3a1e19622ccc2e7b2ee535db2899
1945,005701945,05453,19321218,,FEMALE,COWELL,AMBER,20230414,D1,f9776a5898de1405affc2e44c97e74fc
7695,007267695,04211,19861020,,FEMALE,REID,HARRISON,20230414,D1,e6f831e2d8e4aace2b15f2005fc424bd
8902,006828902,02913,19530605,,FEMALE,NICOLLE,ISABELLE,20230414,D2,91b5afe1fc1f69882165045cb938df20
5976,004315976,02062,19260531,,FEMALE,MITTON,AMBER,20230414,D0,67516abb94037f14a36a0660c1045936
0583,005340583,02250,19920531,,FEMALE,LAVENDER,IMOGEN,20230414,D0,63f9d0993ab287bd21cad73024aeb4f4
6926,002096926,03130,19220619,,FEMALE,SONNACK,PARIS,20230414,D0,287423a4a290feb92972c915049f15ba
5951,002135951,04067,19850325,,FEMALE,PRIDE,RONAN,20230414,D2,cdd244a03d86814e0dad1ed53b0cae83
3021,004033021,03305,19960112,,FEMALE,AKYOT,DANTE,20230414,D1,7a49f37dd93c4d133e766d3a7d9cbe80
1723,005411723,03220,19860209,,FEMALE,STEINERT,,20230414,D2,850c9d7e0fa535934b98d0c371ab96b2
4411,006114411,06170,19600721,,FEMALE,TIMS,THOMAS,20230414,D0,2b56b17382822d2041207529d0081b6b
3717,001573717,06562,19670217,,FEMALE,GUYATT,HATTIE,20230414,D0,6d3cc415f23c5ae2c5adc4f395bfe413
6690,009366690,02550,19820424,,FEMALE,ARTIS,LACHLAN,20230414,D1,473670aa9bf4b73135789a36ac5ade00
3673,004503673,02448,19111205,,FEMALE,RIDING,ALICE,20230414,D1,a55eeb746a48b12417df41887ccce6f5
6416,009746416,02360,19180107,,FEMALE,LAING,BIANCA,20230414,D2,ce64a213fcec9144ed5476444ee92197
2801,002732801,04500,19520515,,FEMALE,BLACKWELL,TYNAN,20230414,D2,e24a322dac5a501c3ef24d608a508920
7735,001927735,02480,19450610,,FEMALE,HINDLEY,ISABELLA,20230414,D1,2305f23582214ce9025332fb7f65a9ae
1114,006041114,02486,19740510,,FEMALE,WARDE,NASYAH,20230414,D2,1b5ec0366d2b9e8818620a07a02758ff
3396,004953396,02653,19080510,,FEMALE,TOMNEY,JACK,20230414,D2,ad72e684a0b89d89d7a793479dae845f
3380,007453380,04670,19791228,,FEMALE,TURCO,TIFFANY,20230414,D2,f64063d3852da49656705b8b17cfbfe5
5449,008255449,03216,19170427,,FEMALE,WURLOD,JAMES,20230414,D2,b3219f410dc105f063f3746493d99945
3119,004653119,04159,19530520,,FEMALE,ROBSON,HARRY,20230414,D0,23074bed89ad9df0f4bff83dd4bc75d9
1950,007731950,02875,19410424,,FEMALE,BURDZIELOW,SHAE,20230414,D0,4afd59be21db4b93e0fd997ea4adad3a
4003,009844003,03079,19430913,,FEMALE,REID,BENJAMIN,20230414,D1,802e480a727e99a78454beecf83037cd
9032,004629032,04171,19750129,,FEMALE,BRISTOW,LUCY,20230414,D2,f303126022a4b2f820f63e921691cf63
6676,001726676,04228,19751214,,FEMALE,MAYNQRD,ABBEY,20230414,D0,253230e90db533ddf9e7cad6dc51ea2e
8637,002768637,02216,19800911,,FEMALE,HAVU,AMALIA,20230414,D0,2f24f0a0d97aa3e7eb781aa387f785cb
0666,007690666,02160,19210208,,FEMALE,WHITE,JACQUELINE,20230414,D2,184924556c0a1c4d55363a98aaa6493c
1446,003811446,06168,19060826,,FEMALE,,MAX,20230414,D0,b86c8463033cafc1e0236d90c8d68145
3091,008393091,06168,19240408,,FEMALE,WHITE,ALEXANDRA,20230414,D1,59bb83c1270eae014590cd41d555b524
0921,003600921,00710,19951021,,FEMALE,LESZCZYNSKI,ARREN,20230414,D1,0d61025ac0d2cb9d732573caf197b1d4
4314,001194314,03875,19900701,,FEMALE,NETHERTON,JACK,20230414,D2,cfe669202758963b831c4f1c0bdc0776
9616,004799616,02627,19171120,,FEMALE,STUBBS,CAITLIN,20230414,D1,14dd0b36163243115d3b16fc5a072956
5411,005335411,03079,19530802,,FEMALE,CLARKE,JORDAN,20230414,D1,be43a5e9df1a055f667df55a5fadae16
8716,001258716,06157,19390616,,FEMALE,CRETEN,BENJAMIN,20230414,D2,81bef62be629422fe4a8666707e002d7
0869,005390869,02099,19690808,,FEMALE,BLACKLOW,,20230414,D1,ea3ae6bfef0e8dadf554e63470e7828d
5174,004055174,02474,19541225,,FEMALE,HENDRICKS,GEORGIA,20230414,D1,960043cb93c7bcf1423ec0809b869eb0
0215,005780215,02845,19860602,,FEMALE,WEBB,LOGAN,20230414,D1,a304bace5af09ce9433de4d0eab025e8
2713,007762713,03174,19521124,,FEMALE,BISHOP,DARCY,20230414,D2,10d146994ba9d6ca1de262d8c2516cdb
1496,004661496,04814,19900603,,FEMALE,MATTHEWS,JEMIMA,20230414,D0,11a4fc71e0b839c0458dad1cb4b45e0d
6676,001726676,04228,19751214,,FEMALE,MAYNARD,ABBEY,20230414,D2,7a64da573ab1d1d52eca20d198fd8c8f
3965,006243965,03551,19760404,,FEMALE,REES,NIKITA,20230414,D1,6fee2e6ff85557b68c2a16f1c0661e01
5441,004315441,04514,19650217,,FEMALE,MYCKO,JASLYN,20230414,D1,0ee4fab20f0c106a8cea009386a4acab
1989,004671989,04680,19070502,,FEMALE,,ARCHIE,20230414,D0,5e1a51432ca2bd74a10456d5bd37d3db
2994,008652994,03825,19181031,,FEMALE,DECKERT,TEAGAN,20230414,D1,7b3162a82300038d0d148ca80b21fc9d
6000,007776000,02444,19680524,,FEMALE,BLOOMFIELD,MATILDA,20230414,D1,e800a93ae76c61792d541a86d0c9d884
5184,006145184,03108,19170212,,FEMALE,MORRISON,DARCY,20230414,D2,24b78b0cb0553f49866b0bbb308d0c8e
3221,003783221,04655,19050109,,FEMALE,REID,NACOYA,20230414,D0,dc728af25c6fc4e6ddded7c195b94762
6104,002156104,02222,19610602,,FEMALE,GILLARD,FREYA,20230414,D1,a42f78219591ae4b322c9eb0f0b7cc75
8391,006538391,02452,19511130,,FEMALE,SCARCE,JACQUELINE,20230414,D2,30d332aff705af33321496c60115aff5
3100,009853100,06109,19790729,,FEMALE,WILKINS,ZACHARY,20230414,D0,81f5e0f34aa37d61420d7a10b9dcf9fd
9827,003639827,03500,19211006,,FEMALE,CLARKE,MADISON,20230414,D0,67a6eeda6941bfb1648e0a3c09d75fb9
1837,005201837,03923,19070103,,FEMALE,MCCARTHY,DANIEL,20230414,D1,3f5582e9ac7ff339efb992e0b27f3693
5082,009595082,02280,19761231,,FEMALE,,MADELNIE,20230414,D1,dc42afeb76b24a18422fe2e18781235a
2265,008702265,05049,19211030,,FEMALE,TUCKWELL,THOMAS,20230414,D1,7678a3e84375adf589d3451c59d2ee9a
1084,009821084,06158,19880721,,FEMALE,MCCARTHY,BAILEE,20230414,D0,1917082342eaa0791c4284da9ee57ba9
5473,002505473,03023,19371221,,FEMALE,COLEMAN,OLIVER,20230414,D0,65533848ed7ec7876b342160fc29c119
3309,007713309,02021,19711106,,FEMALE,NGUYEN,NATALIA,20230414,D1,edf943d67fb318c371288ae13979e3d5
0150,003690150,03171,19940114,,FEMALE,CHESHIRE,LUCY,20230414,D2,289fe1a3119c28debea2537b8fc29f7d
2149,001712149,02350,19421106,,FEMALE,,BENJAMIN,20230414,D0,f640a7bfb491a58f1673b09d7635e256
5228,002415228,00870,,,FEMALE,GREEN,ALEXANDER,20230414,D0,0aa0e918a7c7c815c754054e68b5fd9f
7396,004457396,04680,19950413,,FEMALE,CADMAN,CHLOE,20230414,D1,3f5ee3ec8677874d6675e952e7f6845b
9661,005399661,04221,19160112,,FEMALE,CARUANA,ALLEGRA,20230414,D1,3efe880aa93f47ae5d6eebafe7e97ce1
7809,005297809,04703,19200604,,FEMALE,BENGER,IMOGEN,20230414,D1,0c39572279f9765c3efb4e5bc37db443
1722,002041722,04103,19880706,,FEMALE,STANLEY,PETREECE,20230414,D2,4c2bca1adf0ddc6aa54815d95604fe2f
6318,003196318,03216,19520915,,FEMALE,DIXON,CATHERINE,20230414,D2,98a9ed230153009824cc86b4faae7975
9500,005039500,02560,19190528,,FEMALE,HABERIELD,BRADLEY,20230414,D2,5dc99b42480d82ba145e5f1468bfd4cc
0961,003030961,03585,19590507,,FEMALE,NEVILLE,JAMES,20230414,D0,def19152fdba8bb93a46403dc538cb3a
5600,005805600,05047,19810301,,FEMALE,FELMINGHAM,SOPHIE,20230414,D1,4c3bc41634c0c10f2d3a1537df4910d2
0342,006950342,02076,19250228,,FEMALE,REID,TORI,20230414,D1,53c8755746b5a83ecaf6adf3bbd7213c
2578,008442578,02604,19930518,,FEMALE,DIXON,ELLA,20230414,D2,d06e267a6e14834caa5716b8a35bd106
9500,005039500,02758,19190528,,FEMALE,HABERFIELD,BRADLEY,20230414,D0,b7138bc62da16419ab4e95a4c179ea30
7846,005257846,06714,19460501,,FEMALE,WHITE,MAYA,20230414,D0,dfcb45c4642f4c13924ca3fb3a1cd7c9
1139,007431139,05112,19441211,,FEMALE,APTED,CHARLIE,20230414,D2,4ac2dff7b4a710ae0a17803a67c6b2fe
8011,007378011,04123,19540107,,FEMALE,SINGLETON,BRIDGET,20230414,D2,5de1369c3434e144d011c4f114493aae
7489,005487489,04825,19800401,,FEMALE,WALKLEY,JACKSON,20230414,D2,c81d6fa9c6d1829c50e28ba35eb78143
4613,007244613,03068,19001003,,FEMALE,NIKOLEC,BLAKESTON,20230414,D0,703136e315ba421a96061c0f67c1e9c3
9304,007889304,03021,19390303,,FEMALE,BURFORD,JAMES,20230414,D2,f93701eae0a7a0e37d48f695d7eb4363
4482,009794482,02550,19270913,,FEMALE,HOPE,MEGAN,20230414,D0,5b08a4083e1404416ca08b5dd2c4f311
1487,008471487,02774,19980129,,FEMALE,GOODE,BRIANNA,20230414,D0,ca096b45ef3bc973ded51374f77c487f
2927,004712927,02170,19230203,,FEMALE,REID,TALIA,20230414,D2,14e684706d89f1f39d78d7023bfa4e19
2200,006112200,03006,19970708,,FEMALE,BYRT,HARRY,20230414,D2,67f505bbfe5cd78ad783e0ed1a44d912
5825,009145825,04217,19900518,,FEMALE,FENWICK,LUCAST,20230414,D2,38e074123e9b3a3673fbe8bf1e3ab118
4767,002474767,06172,19591218,,FEMALE,ALLAD,JAXIN,20230414,D1,87668ac08bc180c540ea2a03b60d6684
6498,005806498,07307,19621028,,FEMALE,,LUKE,20230414,D1,5b3d2847087dc696a6a6dfdc1cfeb6b5
7270,004647270,03016,19080412,,FEMALE,MCMELLON,MITCHELL,20230414,D0,65357b31a13dec72cd6bdec534d359b3
2138,001562138,02335,19440601,,FEMALE,GLASS,EMMA,20230414,D0,d67170101066b3d08314821ca4a7932c
8165,008738165,04310,19070427,,FEMALE,CAMPBELL,CONNOR,20230414,D1,ff7f4cfdec19155eca7ec18d8641dd78
9961,002659961,03550,19860419,,FEMALE,CAMPBELL,DANIELE,20230414,D2,7a7fa10c9d9643e1448670480c46fd83
6107,006926107,06208,19340330,,FEMALE,HEERSCHAP,MELISSA,20230414,D0,9da386da96c33e148ce9639480b5b161
8185,003288185,03124,19630227,,FEMALE,MAIER,JACK,20230414,D0,008afb2789343cd373cdbbaa550712e0
9362,007769362,02000,19000603,,FEMALE,DENT,KEELEY,20230414,D0,eb8813ac2087d972e6dbfb20a3eb710a
1232,009511232,02036,19230806,,FEMALE,ELLSTON,SARAH,20230414,D1,cb3f6ff530cec1e2277fe50ed37e2777
1723,008241723,03079,19610917,,FEMALE,KOWPLOS,NOAH,20230414,D2,21e1a555f7e5236c776322c682a29aab
1092,002461092,03043,19671030,,FEMALE,BIZJAK,HARLEY,20230414,D2,f50c0d6b24064c86eb7679357416158f
1086,003921086,03105,19420812,,FEMALE,RYAN,HOLLY,20230414,D2,3d09464aedc63239245a7304abfc2443
5494,005115494,02767,19111118,,FEMALE,HOERNR,KOBE,20230414,D2,dd5e99212a06cd7a83b5734b4e5590ec
6036,002576036,03175,19630718,,FEMALE,MCLAINE,NICHOLAS,20230414,D0,dee6b9c314f5b264e1d1a5cab3d3a048
7906,002627906,02114,19671210,,FEMALE,BERRY,EMMA,20230414,D1,0cc374ade5c060338d09a8b3379ee72c
9791,009939791,04211,19611026,,FEMALE,MORCOM,WILLIAM,20230414,D1,c60858e8f360b4daecde6a27ec3e7eda
5616,003505616,02032,19570604,,FEMALE,EGLINTON,STEPHANIE,20230414,D1,4c56f8d5c472571a19395b88483264f3
4639,002964639,03067,19800919,,FEMALE,CHANDLER,ADELA,20230414,D2,21609f18999a7aa12f718129fd26b7dc
2563,009952563,05108,19030818,,FEMALE,GROENEWEGE,COOPER,20230414,D0,b654432f18c7d214f6676be8685b7149
2510,007272510,02540,19980517,,FEMALE,RIMSKY-KORSAKOV,RYLEH,20230414,D1,0b4b597efae94cf5495f22d56013f1e0
9733,004559733,06151,19890910,,FEMALE,ZBIERSKI,JOSHUA,20230414,D2,780ce6f1300218b081841340178b8f46
1308,009161308,02620,19080403,,FEMALE,DIXON,KYO,20230414,D2,79617492a6988ee46e3fcc7c16a398dc
1487,008471487,02774,19980129,,FEMALE,GOODE,BRIANNA,20230414,D0,c3453f0417defc4df22b91d2f6c59707
6777,006246777,03165,19070524,,FEMALE,JOEL,SARAH,20230414,D0,0788d8f78d278d713a76f5fd30a92f2f
4523,007194523,05162,19430915,,FEMALE,BUHAGIAR,JACK,20230414,D1,7eb0ee48365b591f3b944cbecf7073db
2977,004902977,02519,19501123,,FEMALE,DEATH,DANIEL,20230414,D1,3d63092c1a262961ffb510b441fcaaa8
3304,004803304,04130,19540518,,FEMALE,PURTELL,ABBRY,20230414,D2,7c355f4c21e27a749b71eca05fd480ef
